Date,Campaign_Platform,Campaign_Type,Ad_Spend_USD,Clicks,Impressions,Conversions,Revenue_USD,Target_Audience,SEO_Keyword,SEO_Search_Volume,SEO_Difficulty
2024-07-03,Google Search,Re-engagement,81.19,1927,26346,10,17.37,Students,mobile finance solutions,32616,0.8
2024-12-25,Facebook,Performance/ROAS,391.91,3110,34188,9,14.07,Millennials,secure investment tracker,9839,0.9
2024-02-06,Google Search,Brand Awareness,469.02,603,598,12,101.33,Gen Z,best budget planning app,44943,0.9
2024-12-16,TikTok,Re-engagement,365.7,2804,31532,13,549.18,Working Professionals,top rated productivity app,38517,1.7
2024-11-10,Google Search,Performance/ROAS,20.34,3457,5901,12,395.89,Millennials,best budget planning app,38967,2.3
2024-12-04,Google Search,App Install,236.68,3336,42801,16,0.0,Working Professionals,easy goal setting,41373,1.0
2024-01-15,Google Search,Performance/ROAS,126.21,133,48461,9,767.14,Students,top rated productivity app,31214,2.8
2024-04-16,Google Search,Brand Awareness,218.48,3312,21391,14,650.3,Working Professionals,secure investment tracker,13849,3.2
2024-03-10,Google Search,Re-engagement,101.62,2091,45735,8,781.76,Gen Z,free habit tracker,17543,2.8
2024-11-16,Google Search,Performance/ROAS,26.41,3628,791,9,148.34,Working Professionals,easy goal setting,4682,0.9
2024-08-09,Instagram,Re-engagement,110.44,3030,12166,11,158.79,Working Professionals,top rated productivity app,33606,2.0
2024-03-04,Google Search,Re-engagement,140.91,2973,4500,11,306.05,Working Professionals,mobile finance solutions,7724,2.0
2024-10-19,Facebook,Brand Awareness,14.84,2421,14709,10,176.37,Working Professionals,best budget planning app,40301,4.9
2024-07-16,Facebook,Brand Awareness,38.49,2479,32704,13,521.05,Students,mobile finance solutions,29042,4.8
2024-10-09,Facebook,Performance/ROAS,323.16,990,33856,10,855.39,Gen Z,best budget planning app,46569,1.0
2024-10-21,Facebook,App Install,439.45,2237,16349,14,0.0,Working Professionals,secure investment tracker,19977,4.1
2024-01-25,Facebook,Performance/ROAS,209.88,2739,7548,5,811.52,Students,best budget planning app,48297,0.8
2024-08-11,Instagram,Re-engagement,137.66,69,47366,14,284.54,Gen Z,best budget planning app,9806,0.7
2024-12-08,Facebook,Re-engagement,389.87,2643,22454,18,527.58,Working Professionals,secure investment tracker,9875,3.7
2024-06-25,Instagram,Re-engagement,38.38,4900,15553,5,785.95,Gen Z,mobile finance solutions,6945,2.0
2024-07-12,Google Search,Re-engagement,205.42,3042,36152,15,502.43,Working Professionals,best budget planning app,46864,1.4
2024-02-26,Google Search,Brand Awareness,479.65,3145,22868,14,51.79,Millennials,easy goal setting,11327,2.4
2024-09-27,Facebook,Re-engagement,490.61,3910,34869,13,590.34,Millennials,secure investment tracker,28288,4.2
2024-09-28,Facebook,Brand Awareness,259.34,734,17389,7,793.92,Students,easy goal setting,39707,3.9
2024-03-10,Facebook,Performance/ROAS,465.33,1262,2655,7,535.54,Gen Z,mobile finance solutions,35374,1.0
2024-01-20,Google Search,App Install,407.02,3751,10644,15,0.0,Students,easy goal setting,33131,1.0
2024-09-18,Google Search,Performance/ROAS,486.75,3392,21864,13,67.02,Students,best budget planning app,21374,2.7
2024-11-12,Facebook,Re-engagement,241.98,608,32285,9,966.52,Students,mobile finance solutions,14530,1.5
2024-11-22,Instagram,App Install,169.49,1526,8522,8,0.0,Students,free habit tracker,47710,3.5
2024-11-19,Facebook,App Install,219.78,1982,32893,7,0.0,Working Professionals,secure investment tracker,25985,4.5
2024-05-27,Facebook,Re-engagement,111.6,4903,27297,12,547.86,Students,best budget planning app,30387,2.4
2024-02-08,Facebook,Performance/ROAS,47.51,1428,41950,8,671.19,Gen Z,top rated productivity app,25008,1.7
2024-09-09,Google Search,Performance/ROAS,391.14,3167,24134,12,150.48,Students,easy goal setting,29960,4.3
2024-11-30,Google Search,Performance/ROAS,315.68,1051,8747,12,786.53,Working Professionals,secure investment tracker,3321,1.2
2024-01-17,TikTok,Re-engagement,110.69,1462,48464,11,792.97,Millennials,free habit tracker,44499,1.6
2024-06-28,Google Search,Performance/ROAS,117.92,2882,20624,9,161.08,Students,top rated productivity app,12735,1.8
2024-05-20,Google Search,Re-engagement,262.13,999,49334,7,571.66,Students,easy goal setting,7697,2.9
2024-03-19,Google Search,App Install,446.84,3535,25389,16,0.0,Gen Z,mobile finance solutions,39178,3.7
2024-09-21,Instagram,Performance/ROAS,448.44,3365,21949,15,244.05,Working Professionals,best budget planning app,10390,1.5
2024-09-13,Google Search,Performance/ROAS,253.37,1673,12631,12,881.8,Students,free habit tracker,8971,0.9
2024-03-02,TikTok,Re-engagement,284.33,2643,26951,9,684.0,Students,secure investment tracker,46214,4.5
2024-02-18,Instagram,Performance/ROAS,451.47,4868,34025,12,604.18,Millennials,easy goal setting,33063,2.6
2024-03-25,Google Search,Performance/ROAS,50.87,2242,33674,15,334.07,Gen Z,best budget planning app,23946,2.7
2024-03-13,Facebook,App Install,498.24,1842,17394,4,0.0,Millennials,free habit tracker,1710,2.7
2024-06-24,Google Search,App Install,418.53,922,23249,7,0.0,Working Professionals,top rated productivity app,25167,2.4
2024-12-25,Google Search,Performance/ROAS,288.63,559,30884,8,408.8,Gen Z,best budget planning app,21245,1.4
2024-07-22,Facebook,Performance/ROAS,120.21,1121,28188,19,37.91,Gen Z,top rated productivity app,39147,0.5
2024-11-28,Facebook,Performance/ROAS,474.55,245,23056,10,296.03,Millennials,mobile finance solutions,21444,2.5
2024-04-20,Google Search,App Install,310.31,1258,23242,7,0.0,Students,easy goal setting,24682,4.3
2024-10-07,Facebook,Performance/ROAS,92.65,2547,49388,11,122.43,Working Professionals,top rated productivity app,38979,3.4
2024-01-31,Google Search,Re-engagement,262.44,2053,2769,13,38.99,Millennials,mobile finance solutions,11558,0.6
2024-10-10,Google Search,Re-engagement,387.92,683,31711,12,357.14,Gen Z,top rated productivity app,16225,4.2
2024-03-03,TikTok,Performance/ROAS,327.94,567,10505,13,79.58,Millennials,top rated productivity app,4538,1.3
2024-05-16,Facebook,App Install,71.93,561,36958,7,0.0,Millennials,best budget planning app,7922,1.3
2024-02-18,Facebook,Re-engagement,493.96,106,1786,8,460.06,Millennials,free habit tracker,46205,2.9
2024-09-20,Facebook,Performance/ROAS,127.39,1218,35474,12,116.16,Working Professionals,easy goal setting,20321,3.6
2024-06-26,TikTok,Performance/ROAS,310.39,4180,30964,11,68.54,Gen Z,mobile finance solutions,33552,3.2
2024-01-08,Facebook,Re-engagement,346.92,2246,34759,8,145.16,Students,best budget planning app,7019,2.7
2024-07-23,Google Search,App Install,306.29,3695,16817,10,0.0,Students,easy goal setting,38860,4.7
2024-11-28,Instagram,Re-engagement,298.74,3362,42068,8,489.33,Gen Z,best budget planning app,12109,1.3
2024-06-08,Facebook,Performance/ROAS,114.26,4754,15944,9,749.42,Millennials,easy goal setting,5989,3.9
2024-07-03,Facebook,App Install,12.63,4040,48677,11,0.0,Working Professionals,secure investment tracker,36454,1.5
2024-06-03,TikTok,Performance/ROAS,256.14,1277,46099,10,570.49,Gen Z,mobile finance solutions,44823,4.9
2024-10-11,Google Search,Performance/ROAS,216.31,3741,3670,9,110.21,Gen Z,top rated productivity app,18229,2.7
2024-03-05,Instagram,Performance/ROAS,24.8,3437,30571,10,834.88,Millennials,easy goal setting,24294,3.0
2024-06-27,Google Search,Performance/ROAS,407.73,1018,38390,12,243.82,Gen Z,mobile finance solutions,16199,4.8
2024-04-28,Facebook,Performance/ROAS,377.3,722,4269,6,804.76,Students,best budget planning app,501,4.5
2024-03-26,Facebook,App Install,167.98,4697,4955,13,0.0,Millennials,easy goal setting,45966,4.8
2024-09-29,Facebook,App Install,239.36,195,41804,11,0.0,Working Professionals,mobile finance solutions,34553,2.6
2024-04-16,Google Search,Performance/ROAS,38.24,1419,2788,13,957.7,Millennials,best budget planning app,47169,2.8
2024-04-21,Facebook,App Install,171.34,3854,13093,10,0.0,Students,easy goal setting,2124,1.9
2024-05-25,Instagram,Performance/ROAS,123.48,1519,7268,9,448.92,Gen Z,free habit tracker,13609,1.3
2024-05-25,Google Search,Performance/ROAS,389.01,3086,45650,7,893.33,Gen Z,easy goal setting,26498,2.3
2024-01-06,Google Search,Performance/ROAS,181.97,665,37273,13,828.79,Students,mobile finance solutions,16719,3.4
2024-02-05,Facebook,Performance/ROAS,179.52,4519,47767,6,107.97,Students,easy goal setting,6337,0.6
2024-05-27,Facebook,App Install,336.55,778,20890,10,0.0,Working Professionals,secure investment tracker,49564,0.8
2024-07-28,Google Search,Brand Awareness,449.42,4656,44453,17,256.0,Gen Z,mobile finance solutions,27151,1.1
2024-09-29,Facebook,App Install,494.9,3516,25730,20,0.0,Gen Z,free habit tracker,41723,1.0
2024-03-23,TikTok,App Install,396.49,616,34550,9,0.0,Working Professionals,top rated productivity app,18338,3.8
2024-05-22,Facebook,Performance/ROAS,74.06,756,33518,13,225.98,Gen Z,best budget planning app,35528,1.7
2024-07-14,TikTok,Re-engagement,158.83,2028,10785,11,260.74,Working Professionals,secure investment tracker,46476,3.4
2024-09-09,Facebook,Performance/ROAS,347.34,1373,34886,10,116.68,Students,best budget planning app,10492,0.8
2024-02-14,Google Search,Performance/ROAS,40.47,2274,49899,14,560.8,Students,mobile finance solutions,39255,3.5
2024-11-05,Facebook,Performance/ROAS,419.24,1942,47436,10,419.19,Students,best budget planning app,11454,4.6
2024-11-20,Facebook,Brand Awareness,77.95,4879,40252,11,785.7,Gen Z,best budget planning app,12039,1.3
2024-04-16,Facebook,Performance/ROAS,304.79,2828,22662,12,47.74,Gen Z,top rated productivity app,30613,2.4
2024-11-02,Google Search,Performance/ROAS,338.61,4724,32860,11,726.31,Gen Z,easy goal setting,43519,1.7
2024-08-12,Instagram,Brand Awareness,461.85,3845,19776,10,236.19,Students,best budget planning app,35800,4.5
2024-01-18,Facebook,Re-engagement,394.18,4292,2217,12,219.16,Working Professionals,best budget planning app,35621,1.0
2024-08-28,Instagram,Performance/ROAS,25.47,2451,29909,5,374.44,Millennials,best budget planning app,12946,3.2
2024-11-07,Instagram,Brand Awareness,257.12,1574,11600,12,569.55,Working Professionals,mobile finance solutions,8136,3.1
2024-06-01,Facebook,Performance/ROAS,406.79,3129,20153,15,778.52,Gen Z,secure investment tracker,13081,3.6
2024-02-17,Google Search,Performance/ROAS,39.86,4115,29339,12,612.84,Millennials,easy goal setting,48472,3.1
2024-08-11,Google Search,Performance/ROAS,304.31,3484,7239,6,782.87,Students,free habit tracker,2408,2.8
2024-10-16,Facebook,Performance/ROAS,240.33,1737,3630,6,174.16,Students,mobile finance solutions,25625,1.8
2024-10-05,Facebook,Re-engagement,263.89,3476,42961,13,286.59,Gen Z,mobile finance solutions,23033,1.9
2024-01-25,Google Search,App Install,424.72,1809,38762,13,0.0,Working Professionals,free habit tracker,8042,3.4
2024-08-14,TikTok,Performance/ROAS,119.07,1342,23034,9,749.94,Working Professionals,secure investment tracker,7987,2.0
2024-10-12,Facebook,Brand Awareness,144.85,3989,3335,10,702.88,Students,mobile finance solutions,35523,2.4
2024-11-04,Google Search,Performance/ROAS,276.08,2083,26104,9,606.99,Working Professionals,easy goal setting,3453,3.9
2024-01-15,Instagram,App Install,470.14,183,17425,11,0.0,Students,secure investment tracker,43115,0.5
2024-07-03,Instagram,Performance/ROAS,417.33,309,30375,8,686.02,Gen Z,top rated productivity app,22528,2.3
2024-12-02,Facebook,Re-engagement,414.02,4148,573,12,879.14,Millennials,free habit tracker,29307,3.1
2024-09-28,Google Search,App Install,139.42,2077,42211,6,0.0,Working Professionals,best budget planning app,23339,2.3
2024-10-26,Facebook,Re-engagement,89.89,921,32700,16,83.43,Working Professionals,secure investment tracker,21172,3.3
2024-11-02,Facebook,Re-engagement,101.32,3089,38925,16,652.93,Students,free habit tracker,11972,0.6
2024-01-06,Facebook,App Install,134.05,1405,2128,12,0.0,Gen Z,free habit tracker,29442,1.6
2024-08-24,Google Search,Performance/ROAS,441.68,4232,19814,15,262.34,Millennials,free habit tracker,33953,1.3
2024-05-10,Facebook,App Install,499.43,329,39517,7,0.0,Gen Z,free habit tracker,7957,3.7
2024-09-29,Google Search,App Install,338.84,213,26379,7,0.0,Working Professionals,free habit tracker,30556,4.5
2024-11-07,Google Search,Performance/ROAS,99.81,2020,49031,8,310.56,Gen Z,best budget planning app,8250,4.7
2024-01-30,Instagram,Brand Awareness,109.35,1076,32155,11,965.44,Students,easy goal setting,10176,1.5
2024-08-29,Google Search,Performance/ROAS,78.27,2901,34535,14,198.1,Gen Z,free habit tracker,4866,3.5
2024-08-28,Google Search,Re-engagement,340.79,2364,23466,7,177.15,Millennials,secure investment tracker,33361,3.5
2024-10-03,Google Search,Performance/ROAS,461.83,1108,19659,7,137.78,Students,mobile finance solutions,47535,4.2
2024-08-30,Google Search,App Install,429.36,1143,28809,11,0.0,Working Professionals,mobile finance solutions,25454,0.6
2024-03-17,Facebook,Re-engagement,62.85,3353,26899,7,674.18,Millennials,mobile finance solutions,26655,3.5
2024-05-27,Instagram,Performance/ROAS,114.51,3646,6124,5,766.34,Students,free habit tracker,45974,1.9
2024-03-20,Instagram,Performance/ROAS,112.76,3840,17245,7,931.35,Working Professionals,top rated productivity app,16977,1.8
2024-08-05,Instagram,Re-engagement,271.18,3257,6077,9,161.94,Working Professionals,best budget planning app,2911,1.7
2024-02-10,Facebook,App Install,243.07,2026,27401,11,0.0,Students,free habit tracker,2915,0.8
2024-04-04,Facebook,Performance/ROAS,193.54,2017,35417,11,820.0,Gen Z,easy goal setting,9420,1.3
2024-05-06,Google Search,Performance/ROAS,70.91,1046,11377,9,875.28,Millennials,top rated productivity app,12910,4.2
2024-11-10,Google Search,Performance/ROAS,20.01,2442,12660,7,791.54,Gen Z,mobile finance solutions,2517,1.7
2024-09-14,Facebook,Performance/ROAS,289.6,351,4328,8,873.91,Students,free habit tracker,18266,3.5
2024-07-27,Google Search,Performance/ROAS,396.8,585,29115,13,97.9,Students,top rated productivity app,35494,4.4
2024-07-29,Instagram,Performance/ROAS,45.16,2324,29541,9,684.34,Working Professionals,mobile finance solutions,9223,2.9
2024-06-26,Facebook,Re-engagement,321.35,133,21508,6,421.02,Working Professionals,easy goal setting,4172,4.5
2024-12-28,Facebook,Brand Awareness,349.4,722,28413,12,568.44,Students,secure investment tracker,49559,1.4
2024-04-21,Google Search,Brand Awareness,9.46,3586,15543,8,706.24,Millennials,top rated productivity app,45796,0.9
2024-07-17,Facebook,Re-engagement,377.3,1146,36760,12,14.92,Students,top rated productivity app,11935,1.3
2024-05-12,Facebook,Re-engagement,431.83,1172,35148,4,39.346000000000004,Working Professionals,easy goal setting,25830,3.5
2024-04-10,Google Search,App Install,307.73,2053,23073,10,0.0,Gen Z,top rated productivity app,15213,3.2
2024-08-27,Facebook,Brand Awareness,278.02,1728,5535,10,81.76,Working Professionals,mobile finance solutions,4225,3.7
2024-02-21,Google Search,Performance/ROAS,77.67,274,23656,9,288.19,Millennials,best budget planning app,37105,4.3
2024-08-06,Google Search,App Install,388.84,2297,41620,12,0.0,Students,top rated productivity app,29970,1.9
2024-01-17,Facebook,Performance/ROAS,453.31,609,3596,5,400.29,Millennials,secure investment tracker,28222,3.6
2024-12-12,TikTok,App Install,251.14,4581,24399,11,0.0,Gen Z,easy goal setting,7769,0.7
2024-04-05,Instagram,Brand Awareness,495.37,1890,2932,9,275.27,Students,easy goal setting,23997,3.3
2024-06-07,TikTok,Performance/ROAS,31.82,412,5820,8,439.04,Gen Z,top rated productivity app,6269,4.9
2024-07-11,Facebook,Brand Awareness,398.88,2461,35637,13,727.68,Students,secure investment tracker,41056,3.5
2024-10-17,Google Search,Performance/ROAS,12.46,1433,10300,11,992.42,Working Professionals,best budget planning app,41662,4.1
2024-11-23,Facebook,App Install,235.68,791,14899,7,0.0,Students,free habit tracker,29078,3.0
2024-04-17,Instagram,App Install,439.83,4086,34607,8,0.0,Millennials,easy goal setting,25513,1.7
2024-09-17,Facebook,Performance/ROAS,79.0,2497,3095,11,502.56,Millennials,secure investment tracker,32862,4.7
2024-08-07,Instagram,Performance/ROAS,198.05,923,20521,12,505.89,Millennials,top rated productivity app,37243,0.8
2024-01-02,Facebook,Performance/ROAS,374.51,4347,4626,9,258.49,Gen Z,easy goal setting,5536,3.2
2024-07-25,Google Search,Brand Awareness,265.33,4310,4118,6,148.97,Working Professionals,secure investment tracker,40230,3.0
2024-04-03,Google Search,App Install,416.81,2078,24144,5,0.0,Working Professionals,mobile finance solutions,11166,1.8
2024-10-06,Facebook,Performance/ROAS,466.15,3598,43407,8,438.76,Millennials,easy goal setting,32975,0.8
2024-07-28,Google Search,Re-engagement,15.48,1905,31702,10,860.71,Gen Z,easy goal setting,27522,2.0
2024-07-25,Instagram,Re-engagement,278.96,410,29455,7,855.29,Millennials,free habit tracker,42617,3.4
2024-12-14,Facebook,Performance/ROAS,74.43,933,25356,11,79.57,Gen Z,easy goal setting,16137,2.3
2024-05-09,Instagram,App Install,369.68,2309,34550,11,0.0,Gen Z,easy goal setting,8215,3.6
2024-09-12,TikTok,Brand Awareness,7.18,4848,48168,10,123.57,Students,best budget planning app,40927,3.1
2024-04-28,Facebook,Performance/ROAS,93.07,2537,6257,9,337.34,Students,best budget planning app,4375,2.9
2024-11-27,Google Search,Performance/ROAS,205.41,3516,16807,10,611.93,Millennials,secure investment tracker,34593,3.9
2024-03-30,Facebook,Re-engagement,229.63,2044,30756,11,167.84,Gen Z,free habit tracker,39269,2.7
2024-08-14,Instagram,Performance/ROAS,73.41,4499,9701,7,210.22,Millennials,top rated productivity app,30716,2.8
2024-12-09,Facebook,App Install,498.09,690,24792,6,0.0,Gen Z,best budget planning app,40766,1.8
2024-12-17,Instagram,Performance/ROAS,385.62,2295,31627,10,54.06,Gen Z,easy goal setting,42110,2.7
2024-10-17,Instagram,Performance/ROAS,457.51,831,8262,8,472.45,Working Professionals,best budget planning app,38182,4.6
2024-11-07,Google Search,Performance/ROAS,171.69,733,28680,11,910.14,Gen Z,top rated productivity app,24883,1.8
2024-07-21,TikTok,Performance/ROAS,366.49,1101,12164,9,103.57,Students,free habit tracker,20099,0.6
2024-02-15,Facebook,Performance/ROAS,142.95,4235,31657,9,266.04,Millennials,top rated productivity app,19582,1.5
2024-12-10,Google Search,Brand Awareness,135.53,3816,38231,7,362.8,Millennials,top rated productivity app,759,2.5
2024-05-24,Facebook,Performance/ROAS,22.17,1645,7015,10,600.43,Millennials,easy goal setting,33015,1.3
2024-03-25,Google Search,Performance/ROAS,461.59,4065,48570,5,199.79,Gen Z,mobile finance solutions,9438,4.6
2024-06-04,Google Search,App Install,64.02,797,1035,15,0.0,Working Professionals,free habit tracker,17076,1.2
2024-10-15,Instagram,Re-engagement,494.88,477,26886,9,682.51,Millennials,mobile finance solutions,25559,3.5
2024-04-27,Facebook,Performance/ROAS,336.21,4012,42840,7,251.49,Gen Z,secure investment tracker,48024,0.8
2024-01-15,Google Search,Performance/ROAS,296.88,4349,34184,10,988.29,Gen Z,easy goal setting,29383,4.4
2024-12-13,Google Search,Performance/ROAS,184.63,2392,36610,8,137.06,Millennials,best budget planning app,16020,2.4
2024-01-18,Facebook,Performance/ROAS,445.33,4673,8742,15,365.91,Working Professionals,free habit tracker,41593,1.0
2024-11-24,Facebook,App Install,14.83,282,46466,7,0.0,Gen Z,free habit tracker,24742,2.7
2024-05-02,Google Search,Performance/ROAS,139.67,4348,42142,5,396.54,Millennials,easy goal setting,5575,3.8
2024-12-28,Facebook,Performance/ROAS,275.42,3389,8852,12,985.47,Gen Z,secure investment tracker,3736,0.6
2024-03-19,TikTok,App Install,454.79,4631,44027,15,0.0,Students,easy goal setting,44523,3.2
2024-03-18,TikTok,Brand Awareness,449.37,2097,13792,18,749.88,Millennials,best budget planning app,11302,4.9
2024-11-30,TikTok,Brand Awareness,46.03,760,35529,5,552.33,Gen Z,secure investment tracker,6211,1.1
2024-05-18,Facebook,Re-engagement,173.64,1874,42009,5,711.64,Millennials,free habit tracker,40013,1.6
2024-07-11,Instagram,Performance/ROAS,67.33,2580,19101,11,424.73,Gen Z,secure investment tracker,33129,1.4
2024-07-07,Facebook,Performance/ROAS,85.32,4895,10955,12,715.83,Gen Z,free habit tracker,48922,1.3
2024-08-04,Facebook,Re-engagement,136.75,2264,19955,11,479.05,Students,free habit tracker,22112,2.3
2024-03-19,TikTok,Performance/ROAS,499.26,1867,15367,7,399.51,Working Professionals,secure investment tracker,26373,2.0
2024-10-11,Facebook,Brand Awareness,445.26,1421,39205,11,77.13,Millennials,secure investment tracker,47079,3.0
2024-08-25,Facebook,Performance/ROAS,71.46,4918,36764,9,223.89,Working Professionals,best budget planning app,4627,4.1
2024-01-21,Facebook,Performance/ROAS,483.02,4751,26452,7,68.09,Working Professionals,easy goal setting,7691,1.0
2024-01-01,Google Search,Performance/ROAS,479.84,3982,4817,10,402.81,Gen Z,easy goal setting,9159,3.2
2024-10-18,Facebook,Re-engagement,229.96,2091,34395,9,942.81,Millennials,mobile finance solutions,32972,0.8
2024-10-28,Facebook,Performance/ROAS,467.22,587,3657,6,177.2,Millennials,secure investment tracker,39296,1.6
2024-02-15,Google Search,Performance/ROAS,355.78,2103,2896,13,565.1,Millennials,mobile finance solutions,22553,3.3
2024-05-24,Facebook,App Install,498.17,769,34045,11,0.0,Millennials,mobile finance solutions,20408,2.0
2024-12-01,Facebook,Performance/ROAS,102.08,58,33230,9,64.59,Millennials,mobile finance solutions,18896,3.1
2024-03-01,TikTok,Performance/ROAS,218.38,2958,19066,9,814.67,Working Professionals,best budget planning app,20673,4.3
2024-02-04,Google Search,Re-engagement,124.47,1962,24673,11,372.82,Students,free habit tracker,36668,3.6
2024-06-08,Google Search,Performance/ROAS,89.54,2561,41464,16,730.28,Millennials,mobile finance solutions,48118,3.9
2024-03-17,Google Search,Performance/ROAS,67.4,2008,47420,11,628.84,Students,easy goal setting,12649,1.8
2024-01-23,Google Search,App Install,62.14,2776,26701,12,0.0,Millennials,top rated productivity app,35736,3.7
2024-01-11,Google Search,Re-engagement,134.46,4658,14098,12,262.76,Gen Z,secure investment tracker,20767,2.3
2024-08-13,Google Search,Performance/ROAS,68.58,2523,20674,10,725.5,Students,secure investment tracker,27554,2.1
2024-10-09,Google Search,Performance/ROAS,354.71,1629,33667,11,247.3,Millennials,best budget planning app,27672,4.5
2024-01-16,Facebook,Re-engagement,376.72,1535,43320,9,588.29,Millennials,easy goal setting,29012,2.7
2024-11-30,Facebook,Performance/ROAS,379.54,2477,26852,5,355.15,Gen Z,easy goal setting,19356,3.9
2024-06-23,Google Search,App Install,94.78,3691,35693,8,0.0,Working Professionals,best budget planning app,9758,4.0
2024-12-09,Instagram,Performance/ROAS,498.52,3868,46099,10,16.78,Working Professionals,top rated productivity app,46865,2.7
2024-07-31,Facebook,Re-engagement,31.31,3111,17074,16,388.08,Millennials,free habit tracker,24496,3.6
2024-01-20,TikTok,App Install,389.2,4184,11379,11,0.0,Students,free habit tracker,43850,4.6
2024-10-08,Instagram,App Install,117.31,2744,34256,5,0.0,Gen Z,top rated productivity app,10234,4.2
2024-11-22,Facebook,Performance/ROAS,215.18,2723,32717,15,434.32,Millennials,free habit tracker,13627,3.1
2024-11-01,Google Search,Performance/ROAS,64.81,3866,5790,8,36.36,Students,easy goal setting,5248,2.6
2024-02-28,Google Search,Performance/ROAS,63.83,2334,15134,12,93.01,Working Professionals,top rated productivity app,25776,3.4
2024-12-02,Facebook,Performance/ROAS,475.5,3515,48387,9,46.85,Working Professionals,top rated productivity app,12856,1.4
2024-04-24,Google Search,Re-engagement,294.54,2677,5086,12,583.09,Working Professionals,easy goal setting,46647,1.3
2024-08-21,Facebook,Re-engagement,11.42,2260,26216,8,612.86,Millennials,mobile finance solutions,16814,3.4
2024-02-27,Facebook,Performance/ROAS,243.78,3627,34391,13,791.6,Working Professionals,easy goal setting,14917,3.3
2024-06-28,TikTok,App Install,80.32,4298,844,8,0.0,Millennials,mobile finance solutions,1592,3.4
2024-04-13,Facebook,Re-engagement,351.27,4807,23035,12,585.67,Millennials,easy goal setting,45762,3.4
2024-07-22,Instagram,Performance/ROAS,381.54,3087,22861,8,888.88,Working Professionals,best budget planning app,35412,3.5
2024-06-09,Instagram,App Install,213.69,2909,29031,12,0.0,Working Professionals,mobile finance solutions,29346,2.5
2024-10-11,Google Search,Performance/ROAS,250.9,4747,7070,7,534.16,Millennials,free habit tracker,47892,4.5
2024-01-10,Facebook,Performance/ROAS,98.9,1121,39296,12,690.65,Millennials,best budget planning app,13292,2.6
2024-11-04,Google Search,Performance/ROAS,464.54,1250,32446,10,425.44,Working Professionals,mobile finance solutions,38584,1.8
2024-09-24,Google Search,Brand Awareness,163.18,2032,27258,8,916.89,Students,easy goal setting,4394,2.0
2024-08-15,Facebook,App Install,488.67,3399,20923,8,0.0,Gen Z,easy goal setting,42774,1.2
2024-08-24,Google Search,Re-engagement,62.74,3369,24717,9,349.26,Gen Z,mobile finance solutions,7465,3.2
2024-03-04,Google Search,Re-engagement,217.54,3776,30681,12,524.49,Gen Z,secure investment tracker,19897,1.4
2024-04-30,Facebook,App Install,300.49,4229,38926,2,0.0,Students,free habit tracker,27666,1.2
2024-11-09,Instagram,Performance/ROAS,106.82,4861,3463,6,211.29,Students,top rated productivity app,3953,4.0
2024-07-24,Google Search,Performance/ROAS,143.13,609,41424,7,239.19,Working Professionals,secure investment tracker,29350,4.4
2024-09-11,Google Search,Performance/ROAS,175.29,986,27302,9,322.82,Working Professionals,best budget planning app,4119,3.6
2024-02-07,Facebook,Re-engagement,445.65,3914,22372,8,112.73,Students,easy goal setting,13896,4.7
2024-05-20,Google Search,Re-engagement,490.92,3370,8421,14,197.48,Millennials,secure investment tracker,24821,2.7
2024-05-26,Facebook,Performance/ROAS,444.82,3182,3080,14,169.74,Millennials,free habit tracker,15888,0.5
2024-04-20,Facebook,Brand Awareness,141.21,4014,19242,12,522.83,Millennials,mobile finance solutions,6851,1.1
2024-11-28,Facebook,Performance/ROAS,157.67,2808,18124,12,303.82,Students,top rated productivity app,37625,2.7
2024-10-17,Instagram,Re-engagement,363.3,1558,42518,9,128.27,Gen Z,best budget planning app,29560,3.6
2024-03-07,Facebook,Brand Awareness,11.08,62,38506,9,739.84,Millennials,secure investment tracker,3051,1.8
2024-11-29,Facebook,App Install,408.6,4753,9880,16,0.0,Working Professionals,mobile finance solutions,40760,3.5
2024-03-13,Facebook,Performance/ROAS,166.99,193,13334,9,344.91,Millennials,best budget planning app,38565,2.3
2024-07-24,Google Search,Brand Awareness,475.05,3228,11314,3,42.411,Gen Z,free habit tracker,47247,4.5
2024-08-06,Google Search,Performance/ROAS,398.54,178,49664,8,778.31,Working Professionals,free habit tracker,38762,3.0
2024-07-19,Facebook,Re-engagement,98.9,3296,28742,11,377.06,Millennials,top rated productivity app,29917,3.9
2024-09-26,Google Search,Performance/ROAS,234.03,2235,28400,10,714.27,Gen Z,top rated productivity app,46046,2.6
2024-08-06,Facebook,Performance/ROAS,317.24,2894,19397,14,541.08,Millennials,top rated productivity app,18495,1.4
2024-02-27,Instagram,Performance/ROAS,286.29,3415,19832,19,477.44,Working Professionals,mobile finance solutions,9244,4.1
2024-06-23,TikTok,Re-engagement,189.71,1693,9241,11,296.64,Millennials,best budget planning app,31151,4.1
2024-08-10,Instagram,Performance/ROAS,436.22,4275,42933,10,795.4,Working Professionals,secure investment tracker,29223,2.6
2024-06-26,Facebook,App Install,376.72,1037,4807,13,0.0,Working Professionals,best budget planning app,47307,2.5
2024-12-10,Facebook,Performance/ROAS,86.91,3412,20464,7,465.78,Students,free habit tracker,25679,3.5
2024-05-17,Google Search,Re-engagement,79.14,4321,29885,7,713.92,Gen Z,free habit tracker,11350,3.1
