Date,Platform,Campaign_Type,Ad_Spend_USD,Clicks,Impressions,Conversions,Revenue_USD,Target_Audience,SEO_Keyword,SEO_Search_Volume,SEO_Difficulty,CAC_USD,ROAS
2024-03-14,TikTok,Performance/ROAS,338.23,2069,27349,7,942.4,Gen Z,mobile finance solutions,24030,4.8,48.31857142857143,2.7862696981344053
2024-03-30,Instagram,App Install,327.69,1074,35971,10,0.0,Students,secure investment tracker,37682,4.6,32.769,0.0
2024-04-14,Google Search,Re-engagement,70.61,3562,42655,7,794.01,Working Professionals,mobile finance solutions,48552,3.1,10.087142857142856,11.245007789264976
2024-05-09,Facebook,Performance/ROAS,190.79,4482,44842,18,967.54,Millennials,best budget planning app,27621,3.7,10.599444444444444,5.071230148330625
2024-10-19,Google Search,Performance/ROAS,21.46,2110,9995,12,349.47,Gen Z,easy goal setting,27795,4.4,1.7883333333333333,16.28471575023299
2024-01-22,Facebook,Re-engagement,438.77,3627,23287,13,379.1,Gen Z,secure investment tracker,5011,4.9,33.75153846153846,0.8640061991476173
2024-11-27,Google Search,Brand Awareness,198.48,3577,33998,9,917.41,Students,top rated productivity app,38977,1.7,22.05333333333333,4.622178557033454
2024-08-02,Instagram,App Install,431.63,1955,5392,11,0.0,Working Professionals,top rated productivity app,15063,1.9,39.23909090909091,0.0
2024-02-22,Google Search,Performance/ROAS,317.41,962,18212,8,121.14,Millennials,mobile finance solutions,40742,2.4,39.67625,0.38165149176144414
2024-05-08,TikTok,App Install,52.78,2951,8395,8,0.0,Working Professionals,secure investment tracker,6783,2.9,6.5975,0.0
2024-08-05,Instagram,App Install,140.12,1062,10489,9,0.0,Gen Z,top rated productivity app,21734,3.3,15.568888888888889,0.0
2024-10-08,Facebook,Performance/ROAS,161.35,2994,6638,12,365.31,Students,easy goal setting,6374,1.3,13.445833333333333,2.264084288813139
2024-12-09,Facebook,Brand Awareness,231.48,864,47304,6,858.37,Students,free habit tracker,11299,4.1,38.58,3.708182132365647
2024-09-21,Google Search,Performance/ROAS,47.7,465,20960,8,969.62,Students,mobile finance solutions,8595,3.3,5.9625,20.327463312368973
2024-07-05,Facebook,Brand Awareness,368.37,1006,21257,7,459.45,Gen Z,top rated productivity app,27273,1.1,52.62428571428571,1.2472514048375274
2024-03-11,Facebook,App Install,186.29,4129,1217,6,0.0,Gen Z,free habit tracker,26429,2.3,31.048333333333332,0.0
2024-03-20,Facebook,App Install,69.51,3348,31206,16,0.0,Gen Z,mobile finance solutions,15996,1.5,4.344375,0.0
2024-03-19,Google Search,Re-engagement,238.99,2368,15988,14,444.98,Working Professionals,secure investment tracker,24541,3.0,17.070714285714285,1.8619189087409516
2024-04-17,Google Search,Re-engagement,117.82,4982,42631,11,426.53,Working Professionals,secure investment tracker,27617,1.6,10.710909090909091,3.620183330504159
2024-01-31,Google Search,Performance/ROAS,400.6,1440,36636,17,271.34,Millennials,mobile finance solutions,34361,0.5,23.564705882352943,0.6773339990014976
2024-03-28,Facebook,Performance/ROAS,453.31,4681,15309,5,475.43,Working Professionals,easy goal setting,24759,1.0,90.662,1.0487966292382696
2024-03-20,Google Search,Re-engagement,343.7,662,24289,12,450.24,Gen Z,mobile finance solutions,22060,1.6,28.641666666666666,1.3099796334012221
2024-07-29,Instagram,App Install,31.38,4600,19814,14,0.0,Gen Z,best budget planning app,34460,1.3,2.2414285714285715,0.0
2024-01-19,Google Search,App Install,302.98,1674,576,10,0.0,Gen Z,secure investment tracker,18287,2.8,30.298000000000002,0.0
2024-11-08,Google Search,Re-engagement,116.88,4586,2631,11,600.5,Millennials,free habit tracker,29480,1.2,10.625454545454545,5.137748117727584
2024-05-22,Google Search,Re-engagement,35.45,809,11276,13,9.06,Millennials,best budget planning app,8659,2.8,2.726923076923077,0.2555712270803949
2024-08-31,TikTok,Performance/ROAS,414.52,343,25968,6,518.44,Gen Z,easy goal setting,28802,1.0,69.08666666666666,1.2506996043616716
2024-03-11,Google Search,Re-engagement,121.45,1354,32950,7,791.87,Millennials,free habit tracker,5175,3.8,17.35,6.52013174145739
2024-03-06,Google Search,Performance/ROAS,472.18,2971,43413,8,273.09,Students,easy goal setting,36929,1.6,59.0225,0.5783599474776567
2024-10-12,Facebook,Performance/ROAS,145.48,2517,12459,9,231.03,Gen Z,best budget planning app,45877,3.5,16.16444444444444,1.5880533406653836
2024-04-27,Instagram,Performance/ROAS,260.24,4856,41284,10,694.47,Students,top rated productivity app,47030,3.2,26.024,2.668575161389487
2024-12-10,Google Search,Performance/ROAS,206.87,1435,20950,8,853.49,Gen Z,free habit tracker,36619,2.5,25.85875,4.125731135495722
2024-08-18,Google Search,Performance/ROAS,233.46,3744,8333,9,542.3,Working Professionals,easy goal setting,42654,3.7,25.94,2.3228818641309
2024-05-23,Google Search,Performance/ROAS,223.83,1295,4397,13,342.47,Working Professionals,best budget planning app,17794,0.5,17.21769230769231,1.5300451235312513
2024-09-10,Instagram,Brand Awareness,396.13,3720,4665,8,921.76,Students,top rated productivity app,23621,3.8,49.51625,2.326912882134653
2024-04-03,Google Search,Re-engagement,191.98,2667,34517,13,955.35,Gen Z,free habit tracker,13328,1.3,14.767692307692307,4.976299614543182
2024-02-06,Google Search,Re-engagement,54.52,1265,48691,9,616.32,Working Professionals,free habit tracker,38792,4.6,6.057777777777778,11.304475421863536
2024-08-18,Instagram,Performance/ROAS,283.08,4734,45405,15,670.96,Gen Z,free habit tracker,10713,4.5,18.872,2.3702133672460084
2024-06-20,Facebook,App Install,243.16,4023,21713,8,0.0,Working Professionals,mobile finance solutions,24380,1.9,30.395,0.0
2024-11-12,Instagram,Brand Awareness,289.68,663,9931,12,694.59,Students,top rated productivity app,15740,2.0,24.14,2.3977837613918807
2024-02-13,Facebook,Brand Awareness,38.3,2567,26714,5,127.71,Students,easy goal setting,29623,5.0,7.659999999999999,3.3344647519582247
2024-04-26,Instagram,Performance/ROAS,35.84,1950,46840,7,609.17,Students,secure investment tracker,16794,3.3,5.12,16.996930803571427
2024-04-17,Facebook,App Install,19.9,1652,37148,6,0.0,Working Professionals,easy goal setting,32285,3.7,3.3166666666666664,0.0
2024-07-04,Google Search,Brand Awareness,436.99,3976,49526,8,72.95,Millennials,best budget planning app,2562,4.4,54.62375,0.16693745852307834
2024-09-04,Google Search,App Install,361.58,1212,3628,10,0.0,Gen Z,mobile finance solutions,10079,3.6,36.158,0.0
2024-07-03,Facebook,Performance/ROAS,226.76,219,39165,12,332.31,Working Professionals,secure investment tracker,29757,0.9,18.896666666666665,1.4654701005468338
2024-09-08,Instagram,Performance/ROAS,208.16,1943,27656,5,566.84,Millennials,easy goal setting,14262,4.3,41.632,2.723097617217525
2024-07-03,Google Search,Re-engagement,81.19,1927,26346,10,17.37,Students,mobile finance solutions,32616,0.8,8.119,0.2139426037689371
2024-12-25,Facebook,Performance/ROAS,391.91,3110,34188,9,14.07,Millennials,secure investment tracker,9839,0.9,43.54555555555556,0.03590109974228777
2024-02-06,Google Search,Brand Awareness,469.02,603,598,12,101.33,Gen Z,best budget planning app,44943,0.9,39.085,0.2160462240416187
2024-12-16,TikTok,Re-engagement,365.7,2804,31532,13,549.18,Working Professionals,top rated productivity app,38517,1.7,28.13076923076923,1.5017227235438884
2024-11-10,Google Search,Performance/ROAS,20.34,3457,5901,12,395.89,Millennials,best budget planning app,38967,2.3,1.695,19.46361848574238
2024-12-04,Google Search,App Install,236.68,3336,42801,16,0.0,Working Professionals,easy goal setting,41373,1.0,14.7925,0.0
2024-01-15,Google Search,Performance/ROAS,126.21,133,48461,9,767.14,Students,top rated productivity app,31214,2.8,14.023333333333333,6.078282228032644
2024-04-16,Google Search,Brand Awareness,218.48,3312,21391,14,650.3,Working Professionals,secure investment tracker,13849,3.2,15.605714285714285,2.9764738191138775
2024-03-10,Google Search,Re-engagement,101.62,2091,45735,8,781.76,Gen Z,free habit tracker,17543,2.8,12.7025,7.692973824050384
2024-11-16,Google Search,Performance/ROAS,26.41,3628,791,9,148.34,Working Professionals,easy goal setting,4682,0.9,2.9344444444444444,5.61681181370693
2024-08-09,Instagram,Re-engagement,110.44,3030,12166,11,158.79,Working Professionals,top rated productivity app,33606,2.0,10.04,1.4377942774357118
2024-03-04,Google Search,Re-engagement,140.91,2973,4500,11,306.05,Working Professionals,mobile finance solutions,7724,2.0,12.81,2.1719537293307787
2024-10-19,Facebook,Brand Awareness,14.84,2421,14709,10,176.37,Working Professionals,best budget planning app,40301,4.9,1.484,11.884770889487871
2024-07-16,Facebook,Brand Awareness,38.49,2479,32704,13,521.05,Students,mobile finance solutions,29042,4.8,2.960769230769231,13.537282411015847
2024-10-09,Facebook,Performance/ROAS,323.16,990,33856,10,855.39,Gen Z,best budget planning app,46569,1.0,32.316,2.6469550686966206
2024-10-21,Facebook,App Install,439.45,2237,16349,14,0.0,Working Professionals,secure investment tracker,19977,4.1,31.389285714285712,0.0
2024-01-25,Facebook,Performance/ROAS,209.88,2739,7548,5,811.52,Students,best budget planning app,48297,0.8,41.976,3.8665904326281684
2024-08-11,Instagram,Re-engagement,137.66,69,47366,14,284.54,Gen Z,best budget planning app,9806,0.7,9.832857142857142,2.0669766090367574
2024-12-08,Facebook,Re-engagement,389.87,2643,22454,18,527.58,Working Professionals,secure investment tracker,9875,3.7,21.659444444444446,1.3532203042039654
2024-06-25,Instagram,Re-engagement,38.38,4900,15553,5,785.95,Gen Z,mobile finance solutions,6945,2.0,7.676,20.47811360083377
2024-07-12,Google Search,Re-engagement,205.42,3042,36152,15,502.43,Working Professionals,best budget planning app,46864,1.4,13.694666666666667,2.4458670041865447
2024-02-26,Google Search,Brand Awareness,479.65,3145,22868,14,51.79,Millennials,easy goal setting,11327,2.4,34.260714285714286,0.10797456478682373
2024-09-27,Facebook,Re-engagement,490.61,3910,34869,13,590.34,Millennials,secure investment tracker,28288,4.2,37.73923076923077,1.2032775524347241
2024-09-28,Facebook,Brand Awareness,259.34,734,17389,7,793.92,Students,easy goal setting,39707,3.9,37.04857142857143,3.0613094779054526
2024-03-10,Facebook,Performance/ROAS,465.33,1262,2655,7,535.54,Gen Z,mobile finance solutions,35374,1.0,66.47571428571429,1.150882169643049
2024-01-20,Google Search,App Install,407.02,3751,10644,15,0.0,Students,easy goal setting,33131,1.0,27.134666666666664,0.0
2024-09-18,Google Search,Performance/ROAS,486.75,3392,21864,13,67.02,Students,best budget planning app,21374,2.7,37.44230769230769,0.13768875192604005
2024-11-12,Facebook,Re-engagement,241.98,608,32285,9,966.52,Students,mobile finance solutions,14530,1.5,26.886666666666667,3.994214397884123
2024-11-22,Instagram,App Install,169.49,1526,8522,8,0.0,Students,free habit tracker,47710,3.5,21.18625,0.0
2024-11-19,Facebook,App Install,219.78,1982,32893,7,0.0,Working Professionals,secure investment tracker,25985,4.5,31.397142857142857,0.0
2024-05-27,Facebook,Re-engagement,111.6,4903,27297,12,547.86,Students,best budget planning app,30387,2.4,9.299999999999999,4.909139784946237
2024-02-08,Facebook,Performance/ROAS,47.51,1428,41950,8,671.19,Gen Z,top rated productivity app,25008,1.7,5.93875,14.12734161229215
2024-09-09,Google Search,Performance/ROAS,391.14,3167,24134,12,150.48,Students,easy goal setting,29960,4.3,32.595,0.38472158306488724
2024-11-30,Google Search,Performance/ROAS,315.68,1051,8747,12,786.53,Working Professionals,secure investment tracker,3321,1.2,26.30666666666667,2.491542067916878
2024-01-17,TikTok,Re-engagement,110.69,1462,48464,11,792.97,Millennials,free habit tracker,44499,1.6,10.062727272727273,7.163881109404644
2024-06-28,Google Search,Performance/ROAS,117.92,2882,20624,9,161.08,Students,top rated productivity app,12735,1.8,13.102222222222222,1.366010854816825
2024-05-20,Google Search,Re-engagement,262.13,999,49334,7,571.66,Students,easy goal setting,7697,2.9,37.44714285714286,2.180826307557319
2024-03-19,Google Search,App Install,446.84,3535,25389,16,0.0,Gen Z,mobile finance solutions,39178,3.7,27.9275,0.0
2024-09-21,Instagram,Performance/ROAS,448.44,3365,21949,15,244.05,Working Professionals,best budget planning app,10390,1.5,29.896,0.5442199625367943
2024-09-13,Google Search,Performance/ROAS,253.37,1673,12631,12,881.8,Students,free habit tracker,8971,0.9,21.114166666666666,3.480285748115404
2024-03-02,TikTok,Re-engagement,284.33,2643,26951,9,684.0,Students,secure investment tracker,46214,4.5,31.59222222222222,2.405655400415011
2024-02-18,Instagram,Performance/ROAS,451.47,4868,34025,12,604.18,Millennials,easy goal setting,33063,2.6,37.6225,1.3382506035838482
2024-03-25,Google Search,Performance/ROAS,50.87,2242,33674,15,334.07,Gen Z,best budget planning app,23946,2.7,3.3913333333333333,6.567131904855514
2024-03-13,Facebook,App Install,498.24,1842,17394,4,0.0,Millennials,free habit tracker,1710,2.7,124.56,0.0
2024-06-24,Google Search,App Install,418.53,922,23249,7,0.0,Working Professionals,top rated productivity app,25167,2.4,59.79,0.0
2024-12-25,Google Search,Performance/ROAS,288.63,559,30884,8,408.8,Gen Z,best budget planning app,21245,1.4,36.07875,1.416346187160032
2024-07-22,Facebook,Performance/ROAS,120.21,1121,28188,19,37.91,Gen Z,top rated productivity app,39147,0.5,6.326842105263157,0.31536477830463355
2024-11-28,Facebook,Performance/ROAS,474.55,245,23056,10,296.03,Millennials,mobile finance solutions,21444,2.5,47.455,0.6238120324517964
2024-04-20,Google Search,App Install,310.31,1258,23242,7,0.0,Students,easy goal setting,24682,4.3,44.33,0.0
2024-10-07,Facebook,Performance/ROAS,92.65,2547,49388,11,122.43,Working Professionals,top rated productivity app,38979,3.4,8.422727272727274,1.3214247166756612
2024-01-31,Google Search,Re-engagement,262.44,2053,2769,13,38.99,Millennials,mobile finance solutions,11558,0.6,20.18769230769231,0.1485672915714068
2024-10-10,Google Search,Re-engagement,387.92,683,31711,12,357.14,Gen Z,top rated productivity app,16225,4.2,32.32666666666667,0.920653743039802
2024-03-03,TikTok,Performance/ROAS,327.94,567,10505,13,79.58,Millennials,top rated productivity app,4538,1.3,25.226153846153846,0.24266634140391535
2024-05-16,Facebook,App Install,71.93,561,36958,7,0.0,Millennials,best budget planning app,7922,1.3,10.275714285714287,0.0
2024-02-18,Facebook,Re-engagement,493.96,106,1786,8,460.06,Millennials,free habit tracker,46205,2.9,61.745,0.9313709612114341
2024-09-20,Facebook,Performance/ROAS,127.39,1218,35474,12,116.16,Working Professionals,easy goal setting,20321,3.6,10.615833333333333,0.9118455137765915
2024-06-26,TikTok,Performance/ROAS,310.39,4180,30964,11,68.54,Gen Z,mobile finance solutions,33552,3.2,28.217272727272725,0.22081896968330167
2024-01-08,Facebook,Re-engagement,346.92,2246,34759,8,145.16,Students,best budget planning app,7019,2.7,43.365,0.41842499711749104
2024-07-23,Google Search,App Install,306.29,3695,16817,10,0.0,Students,easy goal setting,38860,4.7,30.629,0.0
2024-11-28,Instagram,Re-engagement,298.74,3362,42068,8,489.33,Gen Z,best budget planning app,12109,1.3,37.3425,1.6379795139586262
2024-06-08,Facebook,Performance/ROAS,114.26,4754,15944,9,749.42,Millennials,easy goal setting,5989,3.9,12.695555555555556,6.55890075266935
2024-07-03,Facebook,App Install,12.63,4040,48677,11,0.0,Working Professionals,secure investment tracker,36454,1.5,1.1481818181818182,0.0
2024-06-03,TikTok,Performance/ROAS,256.14,1277,46099,10,570.49,Gen Z,mobile finance solutions,44823,4.9,25.613999999999997,2.2272585304911376
2024-10-11,Google Search,Performance/ROAS,216.31,3741,3670,9,110.21,Gen Z,top rated productivity app,18229,2.7,24.034444444444446,0.5095002542647127
2024-03-05,Instagram,Performance/ROAS,24.8,3437,30571,10,834.88,Millennials,easy goal setting,24294,3.0,2.48,33.66451612903226
2024-06-27,Google Search,Performance/ROAS,407.73,1018,38390,12,243.82,Gen Z,mobile finance solutions,16199,4.8,33.9775,0.5979937703872661
2024-04-28,Facebook,Performance/ROAS,377.3,722,4269,6,804.76,Students,best budget planning app,501,4.5,62.88333333333333,2.132944606413994
2024-03-26,Facebook,App Install,167.98,4697,4955,13,0.0,Millennials,easy goal setting,45966,4.8,12.92153846153846,0.0
2024-09-29,Facebook,App Install,239.36,195,41804,11,0.0,Working Professionals,mobile finance solutions,34553,2.6,21.76,0.0
2024-04-16,Google Search,Performance/ROAS,38.24,1419,2788,13,957.7,Millennials,best budget planning app,47169,2.8,2.9415384615384617,25.044456066945607
2024-04-21,Facebook,App Install,171.34,3854,13093,10,0.0,Students,easy goal setting,2124,1.9,17.134,0.0
2024-05-25,Instagram,Performance/ROAS,123.48,1519,7268,9,448.92,Gen Z,free habit tracker,13609,1.3,13.72,3.6355685131195337
2024-05-25,Google Search,Performance/ROAS,389.01,3086,45650,7,893.33,Gen Z,easy goal setting,26498,2.3,55.57285714285714,2.296419115189841
2024-01-06,Google Search,Performance/ROAS,181.97,665,37273,13,828.79,Students,mobile finance solutions,16719,3.4,13.997692307692308,4.554541957465516
2024-02-05,Facebook,Performance/ROAS,179.52,4519,47767,6,107.97,Students,easy goal setting,6337,0.6,29.92,0.6014371657754011
2024-05-27,Facebook,App Install,336.55,778,20890,10,0.0,Working Professionals,secure investment tracker,49564,0.8,33.655,0.0
2024-07-28,Google Search,Brand Awareness,449.42,4656,44453,17,256.0,Gen Z,mobile finance solutions,27151,1.1,26.436470588235295,0.5696230697343242
2024-09-29,Facebook,App Install,494.9,3516,25730,20,0.0,Gen Z,free habit tracker,41723,1.0,24.744999999999997,0.0
2024-03-23,TikTok,App Install,396.49,616,34550,9,0.0,Working Professionals,top rated productivity app,18338,3.8,44.05444444444444,0.0
2024-05-22,Facebook,Performance/ROAS,74.06,756,33518,13,225.98,Gen Z,best budget planning app,35528,1.7,5.696923076923077,3.051309748852282
2024-07-14,TikTok,Re-engagement,158.83,2028,10785,11,260.74,Working Professionals,secure investment tracker,46476,3.4,14.43909090909091,1.6416294150979034
2024-09-09,Facebook,Performance/ROAS,347.34,1373,34886,10,116.68,Students,best budget planning app,10492,0.8,34.733999999999995,0.3359244544250591
2024-02-14,Google Search,Performance/ROAS,40.47,2274,49899,14,560.8,Students,mobile finance solutions,39255,3.5,2.8907142857142856,13.857178156659254
2024-11-05,Facebook,Performance/ROAS,419.24,1942,47436,10,419.19,Students,best budget planning app,11454,4.6,41.924,0.9998807365709379
2024-11-20,Facebook,Brand Awareness,77.95,4879,40252,11,785.7,Gen Z,best budget planning app,12039,1.3,7.086363636363637,10.0795381654907
2024-04-16,Facebook,Performance/ROAS,304.79,2828,22662,12,47.74,Gen Z,top rated productivity app,30613,2.4,25.39916666666667,0.1566324354473572
2024-11-02,Google Search,Performance/ROAS,338.61,4724,32860,11,726.31,Gen Z,easy goal setting,43519,1.7,30.782727272727275,2.144975045037063
2024-08-12,Instagram,Brand Awareness,461.85,3845,19776,10,236.19,Students,best budget planning app,35800,4.5,46.185,0.5113998051315362
2024-01-18,Facebook,Re-engagement,394.18,4292,2217,12,219.16,Working Professionals,best budget planning app,35621,1.0,32.848333333333336,0.5559896493987518
2024-08-28,Instagram,Performance/ROAS,25.47,2451,29909,5,374.44,Millennials,best budget planning app,12946,3.2,5.093999999999999,14.70121711817825
2024-11-07,Instagram,Brand Awareness,257.12,1574,11600,12,569.55,Working Professionals,mobile finance solutions,8136,3.1,21.426666666666666,2.2151135656502796
2024-06-01,Facebook,Performance/ROAS,406.79,3129,20153,15,778.52,Gen Z,secure investment tracker,13081,3.6,27.119333333333334,1.9138130239189752
2024-02-17,Google Search,Performance/ROAS,39.86,4115,29339,12,612.84,Millennials,easy goal setting,48472,3.1,3.3216666666666668,15.374811841445059
2024-08-11,Google Search,Performance/ROAS,304.31,3484,7239,6,782.87,Students,free habit tracker,2408,2.8,50.718333333333334,2.572606881140942
2024-10-16,Facebook,Performance/ROAS,240.33,1737,3630,6,174.16,Students,mobile finance solutions,25625,1.8,40.055,0.724670245079682
2024-10-05,Facebook,Re-engagement,263.89,3476,42961,13,286.59,Gen Z,mobile finance solutions,23033,1.9,20.299230769230768,1.086020690439198
2024-01-25,Google Search,App Install,424.72,1809,38762,13,0.0,Working Professionals,free habit tracker,8042,3.4,32.67076923076923,0.0
2024-08-14,TikTok,Performance/ROAS,119.07,1342,23034,9,749.94,Working Professionals,secure investment tracker,7987,2.0,13.229999999999999,6.298311917359538
2024-10-12,Facebook,Brand Awareness,144.85,3989,3335,10,702.88,Students,mobile finance solutions,35523,2.4,14.485,4.8524680704176735
2024-11-04,Google Search,Performance/ROAS,276.08,2083,26104,9,606.99,Working Professionals,easy goal setting,3453,3.9,30.675555555555555,2.1986018545349175
2024-01-15,Instagram,App Install,470.14,183,17425,11,0.0,Students,secure investment tracker,43115,0.5,42.74,0.0
2024-07-03,Instagram,Performance/ROAS,417.33,309,30375,8,686.02,Gen Z,top rated productivity app,22528,2.3,52.16625,1.6438310210145448
2024-12-02,Facebook,Re-engagement,414.02,4148,573,12,879.14,Millennials,free habit tracker,29307,3.1,34.501666666666665,2.123423989179267
2024-09-28,Google Search,App Install,139.42,2077,42211,6,0.0,Working Professionals,best budget planning app,23339,2.3,23.236666666666665,0.0
2024-10-26,Facebook,Re-engagement,89.89,921,32700,16,83.43,Working Professionals,secure investment tracker,21172,3.3,5.618125,0.9281343864723551
2024-11-02,Facebook,Re-engagement,101.32,3089,38925,16,652.93,Students,free habit tracker,11972,0.6,6.3325,6.444236083695223
2024-01-06,Facebook,App Install,134.05,1405,2128,12,0.0,Gen Z,free habit tracker,29442,1.6,11.170833333333334,0.0
2024-08-24,Google Search,Performance/ROAS,441.68,4232,19814,15,262.34,Millennials,free habit tracker,33953,1.3,29.445333333333334,0.5939594276399203
2024-05-10,Facebook,App Install,499.43,329,39517,7,0.0,Gen Z,free habit tracker,7957,3.7,71.34714285714286,0.0
2024-09-29,Google Search,App Install,338.84,213,26379,7,0.0,Working Professionals,free habit tracker,30556,4.5,48.40571428571428,0.0
2024-11-07,Google Search,Performance/ROAS,99.81,2020,49031,8,310.56,Gen Z,best budget planning app,8250,4.7,12.47625,3.11151187255786
2024-01-30,Instagram,Brand Awareness,109.35,1076,32155,11,965.44,Students,easy goal setting,10176,1.5,9.94090909090909,8.828898033836307
2024-08-29,Google Search,Performance/ROAS,78.27,2901,34535,14,198.1,Gen Z,free habit tracker,4866,3.5,5.590714285714285,2.530982496486521
2024-08-28,Google Search,Re-engagement,340.79,2364,23466,7,177.15,Millennials,secure investment tracker,33361,3.5,48.684285714285714,0.5198215910091258
2024-10-03,Google Search,Performance/ROAS,461.83,1108,19659,7,137.78,Students,mobile finance solutions,47535,4.2,65.97571428571429,0.29833488513089235
2024-08-30,Google Search,App Install,429.36,1143,28809,11,0.0,Working Professionals,mobile finance solutions,25454,0.6,39.03272727272727,0.0
2024-03-17,Facebook,Re-engagement,62.85,3353,26899,7,674.18,Millennials,mobile finance solutions,26655,3.5,8.97857142857143,10.726809864757358
2024-05-27,Instagram,Performance/ROAS,114.51,3646,6124,5,766.34,Students,free habit tracker,45974,1.9,22.902,6.6923412802375335
2024-03-20,Instagram,Performance/ROAS,112.76,3840,17245,7,931.35,Working Professionals,top rated productivity app,16977,1.8,16.10857142857143,8.259577864490954
2024-08-05,Instagram,Re-engagement,271.18,3257,6077,9,161.94,Working Professionals,best budget planning app,2911,1.7,30.13111111111111,0.5971679327384025
2024-02-10,Facebook,App Install,243.07,2026,27401,11,0.0,Students,free habit tracker,2915,0.8,22.097272727272728,0.0
2024-04-04,Facebook,Performance/ROAS,193.54,2017,35417,11,820.0,Gen Z,easy goal setting,9420,1.3,17.594545454545454,4.236850263511419
2024-05-06,Google Search,Performance/ROAS,70.91,1046,11377,9,875.28,Millennials,top rated productivity app,12910,4.2,7.878888888888889,12.343534057255676
2024-11-10,Google Search,Performance/ROAS,20.01,2442,12660,7,791.54,Gen Z,mobile finance solutions,2517,1.7,2.858571428571429,39.55722138930534
2024-09-14,Facebook,Performance/ROAS,289.6,351,4328,8,873.91,Students,free habit tracker,18266,3.5,36.2,3.017645027624309
2024-07-27,Google Search,Performance/ROAS,396.8,585,29115,13,97.9,Students,top rated productivity app,35494,4.4,30.523076923076925,0.24672379032258066
2024-07-29,Instagram,Performance/ROAS,45.16,2324,29541,9,684.34,Working Professionals,mobile finance solutions,9223,2.9,5.017777777777777,15.153675819309125
2024-06-26,Facebook,Re-engagement,321.35,133,21508,6,421.02,Working Professionals,easy goal setting,4172,4.5,53.55833333333334,1.3101602613972303
2024-12-28,Facebook,Brand Awareness,349.4,722,28413,12,568.44,Students,secure investment tracker,49559,1.4,29.116666666666664,1.6269032627361193
2024-04-21,Google Search,Brand Awareness,9.46,3586,15543,8,706.24,Millennials,top rated productivity app,45796,0.9,1.1825,74.65539112050739
2024-07-17,Facebook,Re-engagement,377.3,1146,36760,12,14.92,Students,top rated productivity app,11935,1.3,31.441666666666666,0.0395441293400477
2024-05-12,Facebook,Re-engagement,431.83,1172,35148,4,39.346,Working Professionals,easy goal setting,25830,3.5,107.9575,0.09111455896996502
2024-04-10,Google Search,App Install,307.73,2053,23073,10,0.0,Gen Z,top rated productivity app,15213,3.2,30.773000000000003,0.0
2024-08-27,Facebook,Brand Awareness,278.02,1728,5535,10,81.76,Working Professionals,mobile finance solutions,4225,3.7,27.802,0.2940795626213942
2024-02-21,Google Search,Performance/ROAS,77.67,274,23656,9,288.19,Millennials,best budget planning app,37105,4.3,8.63,3.710441611947985
2024-08-06,Google Search,App Install,388.84,2297,41620,12,0.0,Students,top rated productivity app,29970,1.9,32.40333333333333,0.0
2024-01-17,Facebook,Performance/ROAS,453.31,609,3596,5,400.29,Millennials,secure investment tracker,28222,3.6,90.662,0.8830380975491386
2024-12-12,TikTok,App Install,251.14,4581,24399,11,0.0,Gen Z,easy goal setting,7769,0.7,22.83090909090909,0.0
2024-04-05,Instagram,Brand Awareness,495.37,1890,2932,9,275.27,Students,easy goal setting,23997,3.3,55.041111111111114,0.5556856491107657
2024-06-07,TikTok,Performance/ROAS,31.82,412,5820,8,439.04,Gen Z,top rated productivity app,6269,4.9,3.9775,13.797611565053426
2024-07-11,Facebook,Brand Awareness,398.88,2461,35637,13,727.68,Students,secure investment tracker,41056,3.5,30.68307692307692,1.8243080625752104
2024-10-17,Google Search,Performance/ROAS,12.46,1433,10300,11,992.42,Working Professionals,best budget planning app,41662,4.1,1.1327272727272728,79.64847512038523
2024-11-23,Facebook,App Install,235.68,791,14899,7,0.0,Students,free habit tracker,29078,3.0,33.66857142857143,0.0
2024-04-17,Instagram,App Install,439.83,4086,34607,8,0.0,Millennials,easy goal setting,25513,1.7,54.97875,0.0
2024-09-17,Facebook,Performance/ROAS,79.0,2497,3095,11,502.56,Millennials,secure investment tracker,32862,4.7,7.181818181818182,6.361518987341772
2024-08-07,Instagram,Performance/ROAS,198.05,923,20521,12,505.89,Millennials,top rated productivity app,37243,0.8,16.504166666666666,2.5543549608684675
2024-01-02,Facebook,Performance/ROAS,374.51,4347,4626,9,258.49,Gen Z,easy goal setting,5536,3.2,41.61222222222222,0.690208539157833
2024-07-25,Google Search,Brand Awareness,265.33,4310,4118,6,148.97,Working Professionals,secure investment tracker,40230,3.0,44.221666666666664,0.5614517770323748
2024-04-03,Google Search,App Install,416.81,2078,24144,5,0.0,Working Professionals,mobile finance solutions,11166,1.8,83.362,0.0
2024-10-06,Facebook,Performance/ROAS,466.15,3598,43407,8,438.76,Millennials,easy goal setting,32975,0.8,58.26875,0.9412420894561837
2024-07-28,Google Search,Re-engagement,15.48,1905,31702,10,860.71,Gen Z,easy goal setting,27522,2.0,1.548,55.60142118863049
2024-07-25,Instagram,Re-engagement,278.96,410,29455,7,855.29,Millennials,free habit tracker,42617,3.4,39.85142857142857,3.065995124749068
2024-12-14,Facebook,Performance/ROAS,74.43,933,25356,11,79.57,Gen Z,easy goal setting,16137,2.3,6.766363636363637,1.0690581754668815
